date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,,
2023_03_20,FALSE,channel1,FF04677829,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2022_03_24,FALSE,channel1,FF04677848,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,H3CNTDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220401_SL-NVN_0675_BH3CNTDRX2,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_03_24,FALSE,channel1,FF04677848,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,H3CNLDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220401_SL-NVN_0674_AH3CNLDRX2,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_19,FALSE,channel1,FF04677850,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0973_BHV5Y3DSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_19,FALSE,channel1,FF04677850,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2023_03_20,FALSE,channel1,FF04677856,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677856,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_26,FALSE,channel1,FF04677871,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04677871,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_03_20,FALSE,channel1,FF04677873,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677873,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677882,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677882,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2022_06_28,FALSE,channel1,FF04677883,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HC73JDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0970_BHC73JDMXY,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_06_28,FALSE,channel1,FF04677883,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,1000,20000,,,,TRUE,batch1,,
2023_03_20,FALSE,channel1,FF04677894,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677894,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677895,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677895,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677900,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0611_AHKC3TDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677900,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677910,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0611_AHKC3TDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677910,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_26,FALSE,channel1,FF04677912,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04677912,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_03_20,FALSE,channel1,FF04677922,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC3TDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0611_AHKC3TDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04677922,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HFTH3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0695_AHFTH3DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2022_07_18,FALSE,channel1,FF04677928,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0973_BHV5Y3DSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_18,FALSE,channel1,FF04677928,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2023_02_26,FALSE,channel1,FF04677929,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04677929,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678006,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678006,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678012,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678012,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F11,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_03_20,FALSE,channel1,FF04678018,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678018,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_26,FALSE,channel1,FF04678019,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678019,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678035,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678035,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-C6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_03_20,FALSE,channel1,FF04678036,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678036,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_26,FALSE,channel1,FF04678051,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678051,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2022_07_25,FALSE,channel1,FF04678062,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0973_BHV5Y3DSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_25,FALSE,channel1,FF04678062,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_07,FALSE,channel1,FF04678071,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HC73JDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0970_BHC73JDMXY,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_07,FALSE,channel1,FF04678071,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-A7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,1000,20000,,,,TRUE,batch1,,
2023_03_20,FALSE,channel1,FF04678073,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678073,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-F7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678091,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678091,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_03,FALSE,channel1,FF04678107,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HC25CDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230203_SL-NSH_1069_BHC25CDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_03,FALSE,channel1,FF04678107,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,H7KTTDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230203_SL-NSH_1070_AH7KTTDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2022_07_18,FALSE,channel1,FF04678121,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0973_BHV5Y3DSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_18,FALSE,channel1,FF04678121,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_25,FALSE,channel1,FF04678124,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B1,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HV5Y3DSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0973_BHV5Y3DSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2022_07_25,FALSE,channel1,FF04678124,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-B4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,20000,,,,TRUE,batch1,,
2023_02_26,FALSE,channel1,FF04678131,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678131,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G3,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678144,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_02_26,FALSE,channel1,FF04678144,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
2023_03_20,FALSE,channel1,FF04678167,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678167,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678171,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HK3H2DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NVV_0696_BHK3H2DSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_03_20,FALSE,channel1,FF04678171,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-D7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HKC7VDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230318_SL-NSE_0610_BHKC7VDSX5,400,200,20,1000,20000,,,,TRUE,batch3,,
2023_02_26,FALSE,channel1,FF04678185,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE,batch2,,
